,GeneID,Localization,sum(Expression_Corr),max(Expression_Corr),min(Expression_Corr),nb_rows_in_Genes,nb_rows_in_Interactions
288,AAAFc,cytoskeleton,-0.5469953678185931,0.8594649441201694,0.2964701736033377,8,2.0
289,AAAFd,cytoplasm,-0.5503129549815873,0.3423825630683841,0.08982828045722813,2,1.0
290,AAAFe,cytoplasm,-0.5503129462273124,0.4249727739719351,-0.21533842955820748,10,1.0
291,AAAFf,plasma membrane,-0.5503129549999911,0.06605718755484802,0.20259857687873684,3,3.0
292,AAAFg,cytoskeleton,-0.5503129550000001,-0.7162076458673805,0.12075911834575814,3,1.0
293,AAAFh,mitochondria,-0.5503129400984565,0.38354129725537756,-0.2566116434467478,3,2.0
294,AAAFi,cytoskeleton,-0.5503129550000001,-0.23604144084783163,-0.24482840353545976,14,1.0
295,AAAFj,cytoskeleton,-0.5501714792216301,0.715684720376399,0.7485144270562474,1,1.0
296,AAAFk,cytoskeleton,-0.5503129550000001,-0.5567071692733132,-0.5173762709249266,12,1.0
297,AAAFl,cytoplasm,-0.5503129550000001,0.8387828766184817,0.33926443826643027,1,3.0
298,AAAFm,cytoskeleton,-0.5502164547873281,0.5779212424252631,-0.08187502676496816,4,2.0
299,AAAFn,cytoskeleton,-0.46981038461336955,0.7653547647855399,0.6954136727123159,1,1.0
300,AAAFo,ER,-0.55031217309048,-0.5864414670247721,-0.3112365533482009,1,1.0
301,AAAFp,plasma membrane,8.086282595357966,0.8073044828723588,0.9405090517525907,9,1.0
302,AAAFq,cytoskeleton,-0.5503129549978644,-0.8190591581382047,-0.9428436978098006,4,1.0
303,AAAFr,mitochondria,-0.5503129436462578,0.7872896874243156,0.4638312821387185,2,1.0
304,AAAFs,cytoplasm,-0.5503129549998962,-0.5578565308752176,-0.15715731601254967,4,1.0
305,AAAFt,nucleus,-0.550264515893169,-0.23244813390575758,-0.23787175101752722,2,1.0
306,AAAFu,nucleus,-0.5503129549999949,0.7511498627422182,0.0640829872099491,10,2.0
307,AAAFv,cytoplasm,8.141152703,0.671092431563056,0.6677014402113257,4,1.0
308,AAAFw,nucleus,-0.5503129550000001,0.2953059178457196,0.5063871575855226,9,1.0
309,AAAFx,cytoskeleton,-0.5441408748510922,0.5666117628848144,0.5615923443504061,3,1.0
310,AAAFy,golgi,-0.522358660689992,0.9030387862652876,0.2942048877651646,4,3.0
311,AAAFz,cytoskeleton,-0.5503128403855059,-0.044994668442347896,-0.35308806478834365,13,1.0
312,AAAGA,plasma membrane,-0.5503129549999992,-0.10938849184611021,-0.5701694258409382,4,1.0
313,AAAGB,vacuole,-0.5503129550000001,0.8510509473753018,-0.06177515351450613,8,5.0
314,AAAGC,nucleus,-0.5503129545566141,-0.801544834325417,-0.1269584923729954,8,1.0
315,AAAGD,cytoplasm,-0.5503129549999634,-0.7314915113424972,-0.3751073227851951,2,1.0
316,AAAGE,cytoplasm,-0.5503129132370771,0.543274685353573,-0.06330282173999335,2,1.0
317,AAAGF,nucleus,-0.3535108303247709,0.8979814161385027,0.27469830922383087,2,1.0
318,AAAGG,ER,-0.5503129206078422,0.6461633141187282,0.24232360386567153,8,1.0
319,AAAGH,nucleus,-0.5503124492708683,-0.40568762228259436,0.12316477476351562,16,1.0
320,AAAGI,ER,-0.5503129549982131,0.2524941031810193,0.43679321750150724,8,1.0
321,AAAGJ,mitochondria,-0.5503129550000001,-0.6278892434397793,-0.5035567824934271,2,1.0
322,AAAGK,mitochondria,0.00010204855694162518,0.26631480171655286,0.6475502619105606,2,1.0
323,AAAGL,cytoskeleton,-0.5495901779468481,0.7572924193495576,0.07703652836317354,2,1.0
324,AAAGM,cytoskeleton,-0.5503129550000001,-0.5689944765347665,-0.11816138894881623,6,1.0
325,AAAGN,plasma membrane,-0.5503128664792739,0.23272240888721485,-0.031089957043669347,1,1.0
326,AAAGO,nucleus,0.1807143040149527,0.4841393903147031,-0.15798064241925291,1,1.0
327,AAAGP,endosome,-0.5503129549998383,0.8299429206700837,0.4515473924001392,8,1.0
328,AAAGQ,mitochondria,-0.5502149173903237,-0.5075039624934232,-0.5466355668771057,10,2.0
329,AAAGR,cytoplasm,-0.5503097218125028,0.977192566230384,0.5871676458411632,12,3.0
330,AAAGS,cytoskeleton,-0.550307007434599,0.23417690619408504,-0.31035842654960266,4,1.0
331,AAAGT,ER,-0.5503054068942357,-0.178142283492566,0.012014300539295197,7,2.0
332,AAAGU,cytoskeleton,-0.5503034883004184,-0.15443184174635494,-0.3162592815366172,10,1.0
333,AAAGV,plasma membrane,-0.48351483362290226,0.1841362352751723,0.9984524841303393,1,1.0
334,AAAGW,cytoskeleton,-0.49947696082214277,0.6115405024770646,-0.03795778184174203,3,1.0
335,AAAGX,cytoplasm,-0.4990249803657154,0.48414970899514054,0.19977871574226835,6,1.0
336,AAAGY,cytoskeleton,-0.5503129550000001,0.4056090851301075,0.48986042370799154,5,1.0
337,AAAGZ,cytoskeleton,7.16795108720854,0.9014040977819373,0.6401178619141543,9,2.0
338,AAAGa,ER,-0.5503129550000001,0.5835093679400543,0.30080867066874983,1,2.0
339,AAAGb,plasma membrane,8.141152703,0.4385928483193162,0.31539018185488565,3,3.0
340,AAAGc,cytoskeleton,-0.06419525095391138,0.9185390079773843,1.0,2,1.0
341,AAAGd,cytoplasm,-0.5503129549879607,0.14525681405194835,0.6249137342122348,6,1.0
342,AAAGe,mitochondria,-0.5502380691078177,0.000793526953161594,-0.42790750499115493,1,2.0
343,AAAGf,cytoskeleton,3.859162847650982,0.10400080073500906,0.3252434229988981,3,1.0
344,AAAGg,cytoplasm,-0.5503129549996976,0.7341727384709054,-0.06045505354662528,7,1.0
345,AAAGh,nucleus,-0.5425191069998239,-0.6746705226695469,-0.22674887820558398,2,1.0
346,AAAGi,plasma membrane,-0.5503129548296237,0.2829530886775933,-0.4671625115232494,2,1.0
347,AAAGj,endosome,-0.5502616068881815,0.3122539573528995,-0.6198649191755807,10,1.0
348,AAAGk,nucleus,-0.5503129549999987,0.32959416311087075,0.4095987410240025,1,1.0
349,AAAGl,vacuole,-0.5503129413613194,0.5203970812862562,0.2978088051166501,1,1.0
350,AAAGm,nucleus,-0.1395949698489165,0.8690836595685114,0.37561062881198426,12,1.0
351,AAAGn,cytoskeleton,-0.5503129540035779,-0.08930133461022283,-0.11596907301249382,15,1.0
352,AAAGo,nucleus,-0.5503129516244549,-0.2408242186176639,-0.3324271559308918,3,1.0
353,AAAGp,nucleus,0.34899733605538963,0.23705070479621626,0.5190978518993306,4,1.0
354,AAAGq,nucleus,-0.5503129549957368,0.6303446220591409,0.12074623123964479,2,1.0
355,AAAGr,nucleus,-0.5503129541781676,0.7506595794509423,0.2958829122307707,23,3.0
356,AAAGs,cytoskeleton,-0.5503129550000001,-0.8767678285001174,-0.768874989480796,2,1.0
357,AAAGt,nucleus,-0.5503129549247047,0.30596788899355487,0.4520058013098782,10,1.0
358,AAAGu,nucleus,-0.550312954997617,0.602387064088,0.07164804756573284,1,2.0
359,AAAGv,nucleus,-0.5503129550000001,-0.2089507712249964,-0.2265163208656702,2,1.0
360,AAAGw,cytoplasm,4.2324529684599055,-0.00810683856832961,0.8166217536316309,13,1.0
361,AAAGx,cytoskeleton,-0.5503129550000001,0.3888611368240378,-0.513184847943329,2,1.0
362,AAAGy,nucleus,8.141152703,0.015644934113019593,0.11717324763258619,6,1.0
363,AAAGz,nucleus,-0.5503129550000001,0.723557176374376,-0.16085324485333907,2,1.0
364,AAAHA,cytoplasm,-0.5503129549998806,0.557188834936688,0.04926485823138105,9,1.0
365,AAAHB,vacuole,-0.5496553696996959,0.6242350757756492,0.2800681159225169,7,1.0
366,AAAHC,cytoskeleton,-0.5503129550000001,-0.3382621595089954,0.1498182348918169,1,1.0
367,AAAHD,cytoplasm,-0.5503129549999806,0.5173521049687495,-0.14790440079012757,4,3.0
368,AAAHE,cytoplasm,-0.5503129545808495,0.4536706343830097,0.7363525539682954,3,2.0
369,AAAHF,nucleus,-0.5503129550000001,0.3529361227675125,0.055872004249538865,1,1.0
370,AAAHG,ER,-0.5503129543769822,0.15987839021796102,0.1903610947076353,10,1.0
371,AAAHH,nucleus,-0.5503129550000001,0.013050980705094695,-0.44141390175997586,4,2.0
372,AAAHI,nucleus,-0.5494327590448392,0.770403318744254,0.06014701011558765,5,1.0
373,AAAHJ,cytoplasm,0.9309672395606163,0.862130279623776,0.7232901290247411,7,1.0
374,AAAHK,vacuole,-0.4032956886281028,0.1719946698110053,-0.008055878298162567,2,1.0
375,AAAHL,golgi,-0.5503127690444901,0.4113641475971792,-0.07249397631879151,3,1.0
376,AAAHM,plasma membrane,-0.5503129333042288,0.8021893197219585,0.497507541447054,4,1.0
377,AAAHN,plasma membrane,-0.5503129549999627,0.8422186663500464,0.028840539978032487,10,3.0
378,AAAHO,cytoplasm,-0.5502772390198476,-0.5593176262822025,-0.04717567643315235,3,1.0
379,AAAHP,plasma membrane,-0.5503129550000001,0.1187146960464891,-0.41899625828879805,3,1.0
380,AAAHQ,cytoskeleton,-0.5503129550000001,0.6659936022401096,0.1316588495609623,1,4.0
381,AAAHR,ER,-0.5497849086608628,0.12299974873692432,0.3930422556848501,2,1.0
382,AAAHS,cytoskeleton,-0.5456870265879945,0.4838636020724707,0.06303282317898429,5,1.0
383,AAAHT,plasma membrane,-0.5503129549965322,-0.5509194901151083,0.1774188726021695,3,1.0
384,AAAHU,ER,6.315645762798241,0.7842947194618168,0.6443987479542237,7,1.0
385,AAAHV,cytoplasm,-0.5503129550000001,0.3279155774668876,-0.2958257121193377,8,2.0
386,AAAHW,cytoskeleton,-0.5503129322321245,-0.06741696567081212,0.17278641159305952,5,1.0
387,AAAHX,nucleus,-0.5503129550000001,0.39353954586083906,-0.37176007333363836,3,2.0
388,AAAHY,cytoplasm,-0.550312932191613,0.429182414927207,0.040159948590091865,6,2.0
389,AAAHZ,cytoplasm,-0.3772315663543017,0.29089903788021676,0.2672278338426217,2,1.0
390,AAAHa,plasma membrane,-0.5503129549996254,-0.187316393351043,-0.20540330494492465,3,1.0
391,AAAHb,plasma membrane,-0.5503101665358237,0.2399695590183042,-0.13132362483422444,2,2.0
392,AAAHc,ER,-0.550312954102881,0.7817829142112374,-0.22552996215994758,5,2.0
393,AAAHd,cytoplasm,-0.3828894418297659,0.7490527670242633,0.21120591060300065,2,1.0
394,AAAHe,plasma membrane,-0.5503129550000001,0.016002801542572165,-0.21582219217519283,1,1.0
395,AAAHf,vacuole,-0.5321700033735077,0.9475058806132282,0.4383854439397985,3,1.0
396,AAAHg,vacuole,-0.49082006683112633,0.516983224671631,0.2935175398930894,1,2.0
397,AAAHh,ER,0.7288897861863048,0.95587132061981,0.28789769876120097,4,2.0
398,AAAHi,ER,-0.5503129549992257,0.0645806730705979,0.4582973804115138,2,1.0
399,AAAHj,cytoskeleton,-0.5503128580548231,0.9746293441020857,0.5509895053392562,7,2.0
400,AAAHk,cytoplasm,-0.5503129550000001,0.08613377011016077,-0.46696212962943173,1,1.0
401,AAAHl,ER,8.141152703,-0.14179922173409276,0.4230316948222006,2,1.0
402,AAAHm,cytoskeleton,-0.5503129549999998,0.40723624130849156,0.6185371769377048,5,1.0
403,AAAHn,nucleus,-0.52042757414168,0.8736112014657604,0.19677382568639157,9,3.0
404,AAAHo,transport vesicles,-0.5503129549909438,0.9006112818433101,0.5585724734582147,3,5.0
405,AAAHp,vacuole,-0.464625023635462,-0.2951559713742553,0.39282928710814247,2,1.0
406,AAAHq,nucleus,-0.5502671793153,0.9521951048934107,0.8172012578932932,7,4.0
407,AAAHr,nucleus,-0.5503129549878083,0.10359969972570093,0.19165037949016694,2,1.0
408,AAAHs,cytoplasm,-0.5503129549999989,0.961862911876169,0.5252412532777857,1,1.0
409,AAAHt,cytoskeleton,-0.5503129550000001,-0.12023500707178669,-0.4966616350956845,2,1.0
410,AAAHu,extracellular,-0.5503129550000001,0.26555484473940627,-0.3775790250551927,2,1.0
411,AAAHv,cytoskeleton,-0.4464506002898623,0.49306713213301,0.24632177410970924,4,1.0
412,AAAHw,cytoskeleton,-0.5398247676008311,0.563332149727116,0.3886666238055012,2,1.0
413,AAAHx,plasma membrane,-0.5503129549262572,-0.6558566836888623,-0.13556595400408633,5,3.0
414,AAAHy,cytoskeleton,-0.5494133037485947,0.00885704226503381,0.5293534926782382,5,1.0
415,AAAHz,golgi,-0.544548434340235,0.9444547597723583,0.45217651978211126,11,1.0
416,AAAIA,nucleus,-0.5503122437081932,-0.35291544629475513,-0.10787904551405747,2,1.0
417,AAAIB,cytoplasm,-0.41613918790570903,0.4679291902461158,0.4364362137433857,10,1.0
418,AAAIC,cytoskeleton,-0.5503129504254242,0.923775416625644,0.12051652118313116,6,1.0
419,AAAID,nucleus,-0.5433990679049394,0.8865010042782475,-0.044684319679053175,3,2.0
420,AAAIE,cytoplasm,-0.550312954974753,0.8924511888479678,0.3087258404501596,3,3.0
421,AAAIF,cytoskeleton,-0.5503129488847195,-0.17600804996166175,0.16481965739367377,1,2.0
422,AAAIG,nucleus,-0.5503129549993561,0.728829901655194,0.6509087115355174,12,2.0
423,AAAIH,cytoskeleton,-0.5503129550000001,0.9438855685485621,0.3794856399185531,2,2.0
424,AAAII,plasma membrane,-0.5503129550000001,-0.16676830099978035,-0.030861771430038543,1,1.0
425,AAAIJ,cytoplasm,-0.46288596347673827,-0.2413950090596314,0.6625002274023748,1,1.0
426,AAAIK,cytoplasm,-0.5503055215858084,0.20685365133685463,0.1466149661009135,3,1.0
427,AAAIL,cytoplasm,-0.5503129550000001,0.5675466674693814,-0.42157001028709407,5,2.0
428,AAAIM,plasma membrane,-0.5503129550000001,0.3103781039948117,-0.4763880451574809,3,1.0
429,AAAIN,ER,-0.5503129549996942,-0.11402866994979988,-0.3663201762373096,2,1.0
430,AAAIO,transport vesicles,-0.5503129550000001,0.6595754429351512,0.35395902284652747,4,3.0
431,AAAIP,integral membrane,-0.5503129549839956,-0.499000894198903,-0.30173312324348234,4,1.0
432,AAAIQ,cytoskeleton,-0.5503129453225585,0.3199440536997953,-0.014703792279912475,16,1.0
433,AAAIR,cytoplasm,-0.48888121398891143,0.771146512535789,0.7544681265854178,6,1.0
434,AAAIS,cytoplasm,-0.18478222323641835,0.23294609942270927,0.16920980835503618,3,2.0
435,AAAIT,cytoplasm,-0.5493872526580712,0.14718935711888337,0.4994168863926487,5,1.0
436,AAAIU,cytoskeleton,0.6982180427587799,0.6830651366944402,0.9188443481651749,2,1.0
437,AAAIV,cytoskeleton,-0.5503129195200708,0.5222677094688064,-0.4407261146186874,7,1.0
438,AAAIW,cytoplasm,-0.5497237686120489,-0.010749570218405502,0.3167348992975487,15,1.0
439,AAAIX,cytoplasm,-0.5503129550000001,0.7626889384224294,-0.5916134933433774,7,2.0
440,AAAIY,nucleus,-0.5502727060225813,0.6475868976536869,0.2870239781264572,2,1.0
441,AAAIZ,mitochondria,-0.5503129550000001,0.6261094244052292,-0.10832390343609877,8,1.0
442,AAAIa,nucleus,-0.5503129549977643,-0.5236140889002512,-0.1986288813135737,3,1.0
443,AAAIb,vacuole,-0.5275411792190489,0.601319879752513,0.14537922875611553,1,1.0
444,AAAIc,cytoskeleton,-0.550312955,0.2729276688425053,0.4560329633844824,10,1.0
445,AAAId,plasma membrane,-0.5416936530413986,-0.11554458107414278,-0.058733506200672414,1,1.0
446,AAAIe,cytoskeleton,-0.550312954994518,-0.506090662005777,-0.4933895618167783,6,1.0
447,AAAIf,cytoskeleton,-0.4081652120643129,0.31042023372799954,0.5224169479996945,2,1.0
448,AAAIg,cytoskeleton,1.1755483922599157,0.4628709796433925,0.7027469357545453,1,1.0
449,AAAIh,nucleus,-0.5503129550000001,-0.3989016427650043,-0.3035843800636533,8,1.0
450,AAAIi,mitochondria,-0.5503129550000001,0.47432882966705314,-0.3196693890032354,1,2.0
451,AAAIj,cytoplasm,-0.5503129549997134,0.6868890401585552,0.23388507949060156,10,2.0
452,AAAIk,vacuole,-0.545884831543001,0.92267218732511,0.9404885057978882,18,2.0
453,AAAIl,cytoplasm,-0.5503128688646736,0.8404054974834816,0.3789663385028792,2,9.0
454,AAAIm,cytoskeleton,-0.550312955,0.054442754055452514,-0.31186651824619593,2,1.0
455,AAAIn,peroxisome,-0.550312666072249,0.35159802952459107,-0.22071968886226512,3,1.0
456,AAAIo,mitochondria,-0.5503129549999933,-0.6956952453833312,-0.45655460110849466,4,1.0
457,AAAIp,cytoplasm,3.384976640589281,0.4656350211744589,0.26706927458212393,4,1.0
458,AAAIq,vacuole,-0.5503129543570328,0.3116336678281826,-0.24696600462051355,6,2.0
459,AAAIr,endosome,-0.5503129549999964,-0.16664325664932467,-0.0739774467769474,6,1.0
460,AAAIs,plasma membrane,1.7057163440052758,0.7424046605577148,0.4926649864598436,14,2.0
461,AAAIt,cytoskeleton,-0.5503053546989738,0.46618508969123873,-0.1732272612394785,7,1.0
462,AAAIu,plasma membrane,-0.550312955,0.2637574763410606,-0.1307122368125777,1,3.0
463,AAAIv,cytoskeleton,-0.5503129549999997,0.9746502834471342,0.25442671104311465,2,4.0
464,AAAIw,ER,-0.5132355955145337,0.9852161427162969,-0.051630088331577006,2,9.0
465,AAAIx,cytoskeleton,-0.5503129549970556,-0.08230090157282777,0.32211658980320035,6,1.0
466,AAAIy,cytoskeleton,-0.5496435534096328,0.09010589031605098,0.01885600512079333,4,1.0
467,AAAIz,ER,-0.5503129549999937,0.5883397709029832,-0.16090291841709647,4,1.0
468,AAAJA,cytoplasm,4.818546606804262,0.8461414684192508,0.687384379978826,4,2.0
469,AAAJB,ER,-0.5503129550000001,-0.6254546112317791,-0.39214844431091644,3,1.0
470,AAAJC,cytoskeleton,-0.5503129549999791,0.049337243163244615,-0.2216902769833693,4,1.0
471,AAAJD,plasma membrane,-0.5502258404422509,0.46334220503455925,0.20344808966519867,8,1.0
472,AAAJE,mitochondria,-0.373507005582828,-0.4404425877078557,-0.029374562113234193,5,1.0
473,AAAJF,vacuole,8.141152703,0.9224938643272553,0.88714807308369,2,2.0
474,AAAJG,cytoskeleton,-0.5467560817488976,-0.3192063181528253,-0.36674824065074385,5,1.0
475,AAAJH,nucleus,-0.3142119194323553,0.9334205525340273,0.3242595249314122,2,2.0
476,AAAJI,nucleus,-0.5502091531988209,-0.2783121533156422,-0.19355937767997866,4,1.0
477,AAAJJ,nucleus,-0.4928625497339558,0.08858485514030878,-0.11011602920187791,1,1.0
478,AAAJK,cytoplasm,-0.5503129550000001,0.9294148813393439,0.18169592247624244,2,2.0
479,AAAJL,cytoskeleton,-0.550311626449293,0.41102126953365326,-0.5419043946405855,6,2.0
480,AAAJM,cytoplasm,-0.5503129549999989,0.43580627689523466,-0.2133748207161179,1,1.0
481,AAAJN,cytoplasm,-0.5503031800356227,-0.4822769483408533,-0.4988115395395636,3,1.0
482,AAAJO,mitochondria,-0.5502912688232194,-0.10417675967209528,0.3625129625425738,2,1.0
483,AAAJP,mitochondria,8.141152703,0.9221310843633035,0.6602547796941916,10,1.0
484,AAAJQ,cytoplasm,-0.5503129549999796,-0.5431358053668212,0.27582601074704627,2,1.0
485,AAAJR,integral membrane,-0.5503128850975101,0.4301890384205469,0.4871385922979581,4,1.0
486,AAAJS,cytoplasm,-0.550312947456174,0.3334449537705546,-0.20827486347444335,6,3.0
487,AAAJT,mitochondria,-0.5503126761983166,0.14508692216632046,0.35428150173659434,10,1.0
488,AAAJU,nucleus,-0.5503129550000001,-0.3360793921881766,-0.43290427635991713,6,1.0
489,AAAJV,golgi,-0.5398421383843507,0.577987834963049,0.19345698444282666,4,1.0
490,AAAJW,vacuole,-0.5503129550000001,0.15421488862649912,-0.18254405185802192,1,1.0
491,AAAJX,cytoskeleton,-0.074195245376798,0.6502205625637101,0.15483232039282813,5,2.0
492,AAAJY,cytoskeleton,-0.5503062273404197,0.9664838734138608,0.3946510009017534,2,2.0
493,AAAJZ,cytoskeleton,-0.5491269700648336,-0.1811778526372424,0.08385635495723154,1,1.0
494,AAAJa,integral membrane,4.998614576194953,0.6289836577558379,0.495573631821812,4,1.0
495,AAAJb,plasma membrane,-0.5503115665349334,0.23046073501301279,-0.23706700303362105,3,3.0
496,AAAJc,mitochondria,2.353694922864757,0.9765853216816405,0.6692623882142081,2,2.0
497,AAAJd,plasma membrane,-0.5251715008184723,0.11583462452238402,-0.029707194902133693,8,1.0
498,AAAJe,cytoplasm,-0.5503129549663522,0.6082969268536644,-0.14455012007775525,8,1.0
499,AAAJf,cytoplasm,-0.5503129550000001,-0.5228735594002962,-0.2842247412860013,2,1.0
500,AAAJg,mitochondria,-0.5306287637615639,0.811430653735195,0.5123277114895322,7,2.0
501,AAAJh,cytoskeleton,-0.5503129550000001,-0.6438270283984826,-0.5694533002295745,6,1.0
502,AAAJi,nucleus,-0.5503129549999995,0.4523710432916612,0.15642380117944432,7,1.0
503,AAAJj,mitochondria,-0.5503129550000001,0.3767477754471307,0.12436485866949809,3,1.0
504,AAAJk,plasma membrane,-0.5503129550000001,0.1098150020504487,0.2847113100341696,2,1.0
505,AAAJl,mitochondria,4.542606292732079,-0.3469334213224172,0.23919070016614574,2,1.0
506,AAAJm,plasma membrane,-0.5503129547263615,0.3823977283816009,-0.50916697563317,16,1.0
507,AAAJn,nucleus,-0.5503121708235492,0.9468662918297053,0.414756474839304,3,1.0
508,AAAJo,nucleus,-0.550312955,-0.22498512464283926,-0.7061999369201042,16,2.0
509,AAAJp,mitochondria,-0.5501120457744773,0.9902873711216007,1.0,5,2.0
510,AAAJq,plasma membrane,-0.5502193503401562,0.8229510732839254,0.5582923525978503,10,1.0
511,AAAJr,mitochondria,-0.5503129545434426,0.46601968474724154,0.4382559350980402,7,1.0
512,AAAJs,mitochondria,-0.5503059228985784,0.5477269953630062,0.0716166139283585,5,2.0
513,AAAJt,integral membrane,-0.5503129084594149,0.4198701175124109,-0.19557268316212695,4,1.0
514,AAAJu,cytoplasm,5.475264302007951,0.9293135933794765,0.9272136039021817,2,2.0
515,AAAJv,cytoplasm,-0.488700445187075,0.278496629818771,0.44353381456552965,2,3.0
516,AAAJw,cytoskeleton,-0.5502338721549972,0.7400020173149442,-0.08157352401253015,5,1.0
517,AAAJx,nucleus,-0.5493075613923888,0.8304520309566839,0.468368970149287,1,1.0
518,AAAJy,cytoplasm,-0.5503113749219778,0.6635932056801952,0.4276084294333238,7,1.0
519,AAAJz,vacuole,-0.05636711662797511,0.9556098992701549,-0.06800764684318072,5,1.0
520,AAAKA,mitochondria,-0.5503129549999891,0.22165969282201914,0.2505250258113123,2,1.0
521,AAAKB,cytoplasm,0.06415674401955751,0.4923470822563438,-0.2769394605683657,5,2.0
522,AAAKC,cytoskeleton,-0.5387659611875019,0.7211058970032815,0.4376798183732342,5,1.0
523,AAAKD,cytoplasm,-0.5503129548580981,0.8788549575395805,-0.24515544290196112,3,4.0
524,AAAKE,plasma membrane,-0.5503129540830912,0.030292412740985264,0.3725596563508988,2,1.0
525,AAAKF,nucleus,-0.5503129524742212,0.8588537796001772,0.6981993478729107,4,1.0
526,AAAKG,mitochondria,-0.5503129144131518,-0.4976098167172352,-0.1938859012887384,3,1.0
527,AAAKH,mitochondria,-0.5120934344272906,0.8662062339842433,0.19869749223513766,4,2.0
528,AAAKI,cytoplasm,2.430330688534367,0.7026991846878272,0.727897850492933,2,1.0
529,AAAKJ,nucleus,-0.5503128829347483,0.654142605385369,0.9635586228534323,1,1.0
530,AAAKK,ER,-0.5503129550000001,-0.48590044854353254,-0.526988248960899,5,1.0
531,AAAKL,plasma membrane,-0.5503129549999997,0.5139803538137482,0.5751378005404169,6,1.0
532,AAAKM,cytoskeleton,-0.550312954998905,-0.19523190699160453,-0.2673104708956875,6,1.0
533,AAAKN,cytoskeleton,-0.5484579925117268,0.26075120164936116,0.16922352489319747,2,1.0
534,AAAKO,cytoskeleton,8.141152703,0.8521727878898222,0.3973123713309623,1,1.0
535,AAAKP,nucleus,-0.550312954829014,0.22962420658433147,-0.20992367593282135,2,2.0
536,AAAKQ,nucleus,-0.5503129549970946,-0.005251654493537483,-0.14969394636295097,3,1.0
537,AAAKR,cytoplasm,0.321439430148019,0.35962799497950626,0.4040833996590849,6,3.0
538,AAAKS,ER,1.9069515865658386,0.982712555493394,0.8006225002406642,11,3.0
539,AAAKT,plasma membrane,-0.5503129550000001,-0.8167640984656432,-0.4931596314992728,6,1.0
540,AAAKU,cytoplasm,-0.5193010353691979,0.5037116054123771,0.044104168890316986,4,1.0
541,AAAKV,plasma membrane,-0.5479956192671092,0.6027094296789974,0.20024345059649473,11,2.0
542,AAAKW,cytoskeleton,-0.5503129138788672,0.5314744822920938,-0.33763305331433835,2,3.0
543,AAAKX,plasma membrane,-0.5503129549938837,0.2749474504268443,0.06582104663468158,5,1.0
544,AAAKY,cytoplasm,0.12212716502310772,0.2769211580647619,0.06684475819682878,13,1.0
545,AAAKZ,cytoplasm,-0.5503129440397427,-0.08433681982990748,0.061050126839397034,8,1.0
546,AAAKa,cytoskeleton,-0.5503129549999075,0.7125233265025079,0.18717092759956033,3,1.0
547,AAAKb,plasma membrane,-0.5503129549988829,0.05290370287738089,0.35250489034285426,2,1.0
548,AAAKc,cytoplasm,-0.5500822828853943,-0.1662849952187344,-0.14392840755793412,5,1.0
549,AAAKd,plasma membrane,-0.5503127788526925,-0.11394506160716944,0.021848552946934552,3,1.0
550,AAAKe,cytoskeleton,6.585333750350157,0.8479740541736036,0.2765253112095074,1,1.0
551,AAAKf,plasma membrane,0.9086307184851385,0.6561744464692216,0.4151156529729847,4,1.0
552,AAAKg,cytoplasm,-0.5497708836609303,-0.06645244569685083,-0.05007917172902765,10,1.0
553,AAAKh,nucleus,-0.5206246416651955,0.41007615007072284,0.6439551693172589,1,2.0
554,AAAKi,cytoskeleton,-0.5502914777772924,-0.24384389265639206,-0.2999057449637521,3,2.0
555,AAAKj,plasma membrane,-0.5503129550000001,-0.8994048547986981,-0.8020847675674208,2,1.0
556,AAAKk,nucleus,8.141152703,0.3558086711115993,0.351903064781939,9,1.0
557,AAAKl,vacuole,-0.5503129423475634,-0.5768071303766116,-0.23853760856607198,3,1.0
558,AAAKm,plasma membrane,-0.550312954999997,0.6770401108477913,0.22917697414977178,4,1.0
559,AAAKn,mitochondria,-0.4696727514321882,0.5540936663121301,-0.2403625939037739,3,2.0
560,AAAKo,plasma membrane,-0.5477491363321053,0.859754003649362,0.7509367330230203,14,2.0
561,AAAKp,nucleus,-0.30737454128375685,-0.11512188237614152,0.20872900475666878,5,1.0
562,AAAKq,peroxisome,-0.5503129549999818,0.8287219622720803,-0.35413576739714325,4,2.0
563,AAAKr,vacuole,-0.5502723093572637,0.3836048373201182,0.17732820151365747,1,1.0
564,AAAKs,nucleus,-0.5503128466095456,0.6603607766454092,0.3639122720479113,6,2.0
565,AAAKt,cytoplasm,-0.5337720737305515,0.9956927223988767,0.5085164362505705,15,4.0
566,AAAKu,vacuole,-0.5503129550000001,-0.2855815779618509,-0.04633237744452834,2,1.0
567,AAAKv,cytoskeleton,-0.4960463763361969,0.48018355609047103,0.23803214822451846,2,1.0
568,AAAKw,cytoplasm,-0.5499628447363988,-0.019796355704597368,0.26217407286033856,3,1.0
569,AAAKx,mitochondria,-0.5487252894208386,0.5719477961247297,-0.14091241690626322,1,4.0
570,AAAKy,golgi,8.141152703,0.5156394583647996,0.5828373449905646,1,1.0
571,AAAKz,plasma membrane,-0.5503129549999987,-0.12769268697646197,0.2565177464742887,15,1.0
572,AAALA,nucleus,-0.5503129550000001,-0.5322447411022779,-0.7655176836659794,2,1.0
573,AAALB,cytoplasm,-0.0858781883555646,-0.13428782302436137,0.37372400410619777,5,1.0
574,AAALC,cytoskeleton,-0.5503129549307821,0.010070439970727096,-0.32184948287922754,1,2.0
